Brand,Model,Rank,Benchmark,Samples,URL
Nvidia,Quadro K5000M,182,16.4,296,https://gpu.userbenchmark.com/SpeedTest/11324/NVIDIA-Quadro-K5000M
AMD,RX Vega 11 (Ryzen iGPU),183,16.3,39329,https://gpu.userbenchmark.com/SpeedTest/401440/AMD-RadeonTM-RX-Vega-11-Graphics
AMD,HD 5970 (Crossfire Disabled),184,16.2,1234,https://gpu.userbenchmark.com/SpeedTest/7906/AMD-Radeon-HD-5900
Nvidia,GTX 675MX,186,15.7,470,https://gpu.userbenchmark.com/SpeedTest/10174/NVIDIA-GeForce-GTX-675MX
Nvidia,GTX 650-Ti,187,15.5,30192,https://gpu.userbenchmark.com/Nvidia-GTX-650-Ti/Rating/2189
AMD,HD 5850,188,15.4,11873,https://gpu.userbenchmark.com/SpeedTest/7680/AMD-Radeon-HD-5800
Nvidia,GTX 750,189,15.3,42778,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
Nvidia,GTX 850M,190,15.2,10922,https://gpu.userbenchmark.com/SpeedTest/9138/NVIDIA-GeForce-GTX-850M
AMD,HD 6870,191,15.1,22698,https://gpu.userbenchmark.com/SpeedTest/7744/AMD-Radeon-HD-6800
Nvidia,GTX 950M,192,15,34534,https://gpu.userbenchmark.com/SpeedTest/27713/NVIDIA-GeForce-GTX-950M
Nvidia,GeForce GTX 470,193,15,5265,https://gpu.userbenchmark.com/SpeedTest/7820/NVIDIA-GeForce-GTX-470
Nvidia,MX150-0,194,14.8,22478,https://gpu.userbenchmark.com/SpeedTest/332822/NVIDIA-GeForce-MX150
Nvidia,GeForce GTX 580M,196,14.6,283,https://gpu.userbenchmark.com/SpeedTest/7757/NVIDIA-GeForce-GTX-580M
Nvidia,GeForce MX250,197,14.6,5846,https://gpu.userbenchmark.com/SpeedTest/762458/NVIDIA-GeForce-MX250
Nvidia,GTX 560 Ti-OEM,198,14.5,1168,https://gpu.userbenchmark.com/SpeedTest/9203/NVIDIA-GeForce-GTX-560-Ti
Nvidia,GTX 460 v2,199,14.2,574,https://gpu.userbenchmark.com/SpeedTest/9101/NVIDIA-GeForce-GTX-460-v2
Nvidia,GTX 765M,200,14.2,6736,https://gpu.userbenchmark.com/SpeedTest/7742/NVIDIA-GeForce-GTX-765M
Nvidia,GTX 560,201,14.1,20096,https://gpu.userbenchmark.com/Nvidia-GTX-560/Rating/3155
Nvidia,Quadro 6000,202,13.9,1137,https://gpu.userbenchmark.com/SpeedTest/7657/NVIDIA-Quadro-6000
Nvidia,GTX 675M,203,13.8,794,https://gpu.userbenchmark.com/SpeedTest/8829/NVIDIA-GeForce-GTX-675M
Nvidia,Quadro K1200,204,13.6,2745,https://gpu.userbenchmark.com/SpeedTest/28490/NVIDIA-Quadro-K1200
AMD,RX 550,205,13.2,14994,https://gpu.userbenchmark.com/AMD-RX-550/Rating/3925
Nvidia,Quadro K4000,206,13.1,7657,https://gpu.userbenchmark.com/SpeedTest/7730/NVIDIA-Quadro-K4000
AMD,HD 5830,208,12.7,2251,https://gpu.userbenchmark.com/SpeedTest/8247/AMD-Radeon-HD-5800
AMD,HD 7770,209,12.6,32367,https://gpu.userbenchmark.com/SpeedTest/7710/AMD-Radeon-HD-7700
AMD,R7 250X,210,12.6,10520,https://gpu.userbenchmark.com/SpeedTest/8719/AMD-Radeon-R7-200
Nvidia,GTX 460,211,12.5,25330,https://gpu.userbenchmark.com/Nvidia-GTX-460/Rating/2167
AMD,Radeon HD 8760,212,12.5,180,https://gpu.userbenchmark.com/SpeedTest/12506/AMD-Radeon-HD-8760
Nvidia,Quadro K4000M,213,12.5,673,https://gpu.userbenchmark.com/SpeedTest/8941/NVIDIA-Quadro-K4000M
Nvidia,GTX 465,215,12.1,1233,https://gpu.userbenchmark.com/SpeedTest/8000/NVIDIA-GeForce-GTX-465
Nvidia,GeForce GTX 555,216,12,630,https://gpu.userbenchmark.com/SpeedTest/10555/NVIDIA-GeForce--GTX-555
Nvidia,GTX 670MX,217,12,1818,https://gpu.userbenchmark.com/SpeedTest/7874/NVIDIA-GeForce-GTX-670MX
Nvidia,GeForce GTX 560 SE,218,11.8,1378,https://gpu.userbenchmark.com/SpeedTest/10488/NVIDIA-GeForce-GTX-560-SE
AMD,HD 6850,219,11.7,22485,https://gpu.userbenchmark.com/SpeedTest/7743/AMD-Radeon-HD-6800
Nvidia,GeForce GTX 485M,220,11.7,51,https://gpu.userbenchmark.com/SpeedTest/10025/NVIDIA-GeForce-GTX-485M
Nvidia,GTX 760M,221,11.5,1454,https://gpu.userbenchmark.com/SpeedTest/9587/NVIDIA-GeForce-GTX-760M
Nvidia,Quadro K3100M,222,11.4,2438,https://gpu.userbenchmark.com/SpeedTest/8639/NVIDIA-Quadro-K3100M
Nvidia,MX150-2,223,11.4,4180,https://gpu.userbenchmark.com/SpeedTest/309890/NVIDIA-GeForce-MX150
Nvidia,GeForce GTX 295 (SLI Disabled),224,11.1,929,https://gpu.userbenchmark.com/SpeedTest/7987/NVIDIA-GeForce-GTX-295
AMD,RX Vega 10 (Ryzen iGPU),225,11.1,427,https://gpu.userbenchmark.com/SpeedTest/432559/AMD-RadeonTM-Vega-10-Mobile-Graphics
Nvidia,Quadro K620,227,10.9,11062,https://gpu.userbenchmark.com/Nvidia-Quadro-K620/Rating/2840
Nvidia,GeForce MX230,229,10.7,3356,https://gpu.userbenchmark.com/SpeedTest/746237/NVIDIA-GeForce-MX230
AMD,HD 5770,230,10.6,32807,https://gpu.userbenchmark.com/SpeedTest/7752/AMD-Radeon-HD-5700
Nvidia,GTX 670M,231,10.5,2465,https://gpu.userbenchmark.com/SpeedTest/7956/NVIDIA-GeForce-GTX-670M
Nvidia,GTX 460 SE,232,10.5,2855,https://gpu.userbenchmark.com/SpeedTest/7703/NVIDIA-GeForce-GTX-460-SE
AMD,R9 M370X,233,10.5,891,https://gpu.userbenchmark.com/SpeedTest/30774/AMD-Radeon-R9-M370X
AMD,HD 6790,234,10.4,3178,https://gpu.userbenchmark.com/SpeedTest/8056/AMD-Radeon-HD-6700
AMD,RX Vega 8 (Ryzen iGPU),235,10.4,68678,https://gpu.userbenchmark.com/SpeedTest/441833/AMD-RadeonTM-Vega-8-Graphics
AMD,Radeon HD 6770,236,10.3,13615,https://gpu.userbenchmark.com/SpeedTest/7704/AMD-Radeon-HD-6700
Nvidia,Quadro 5000,239,10.1,2334,https://gpu.userbenchmark.com/SpeedTest/9708/NVIDIA-Quadro-5000
AMD,HD 6970M,240,10.1,1257,https://gpu.userbenchmark.com/SpeedTest/8552/AMD-Radeon-HD-6900M
Nvidia,GeForce GTX 645,241,10.1,3589,https://gpu.userbenchmark.com/SpeedTest/8982/NVIDIA-GeForce-GTX-645
Nvidia,MX130,242,10.1,8442,https://gpu.userbenchmark.com/SpeedTest/439531/NVIDIA-GeForce-MX130
Nvidia,GTX 745 (OEM),243,9.95,21048,https://gpu.userbenchmark.com/Nvidia-GTX-745-OEM/Rating/2638
Nvidia,GeForce GT 755M,244,9.91,3137,https://gpu.userbenchmark.com/SpeedTest/7727/NVIDIA-GeForce-GT-755M
AMD,Radeon 540,245,9.86,129,https://gpu.userbenchmark.com/SpeedTest/316090/RadeonTM-540-Graphics
Nvidia,940MX,246,9.82,29289,https://gpu.userbenchmark.com/SpeedTest/88506/NVIDIA-GeForce-940MX
Nvidia,GTX 940M,247,9.8,12239,https://gpu.userbenchmark.com/SpeedTest/28796/NVIDIA-GeForce-940M
Nvidia,GeForce GTX 570M,249,9.69,562,https://gpu.userbenchmark.com/SpeedTest/10161/NVIDIA-GeForce-GTX-570M
Nvidia,GeForce GTX 285,252,9.57,2210,https://gpu.userbenchmark.com/SpeedTest/7733/NVIDIA-GeForce-GTX-285
Nvidia,GeForce 840M,254,9.41,17078,https://gpu.userbenchmark.com/SpeedTest/8643/NVIDIA-GeForce-840M
Nvidia,GTX 275,256,9.25,2423,https://gpu.userbenchmark.com/Nvidia-GTX-275/Rating/3261
Nvidia,GTX 550-Ti,257,9.1,47757,https://gpu.userbenchmark.com/Nvidia-GTX-550-Ti/Rating/3161
AMD,Radeon HD 7800M,258,9.08,401,https://gpu.userbenchmark.com/SpeedTest/10077/AMD-Radeon-HD-7800M
Nvidia,GTX 650,259,8.68,56997,https://gpu.userbenchmark.com/Nvidia-GTX-650/Rating/3154
Nvidia,GeForce GTX 280,262,8.63,1207,https://gpu.userbenchmark.com/SpeedTest/8413/NVIDIA-GeForce-GTX-280
Nvidia,930MX,264,8.61,5408,https://gpu.userbenchmark.com/SpeedTest/155423/NVIDIA-GeForce-930MX
Nvidia,GeForce GT 750M,265,8.59,10768,https://gpu.userbenchmark.com/SpeedTest/7928/NVIDIA-GeForce-GT-750M
Nvidia,GeForce GTX 480M,267,8.41,26,https://gpu.userbenchmark.com/SpeedTest/20276/NVIDIA-GeForce-GTX-480M
Nvidia,Quadro FX 5800,268,8.4,596,https://gpu.userbenchmark.com/SpeedTest/10447/NVIDIA-Quadro-FX-5800
AMD,HD 5750,269,8.31,10242,https://gpu.userbenchmark.com/SpeedTest/7753/AMD-Radeon-HD-5700
AMD,R7 250,270,8.29,20037,https://gpu.userbenchmark.com/SpeedTest/8217/AMD-Radeon-R7-200
Nvidia,Quadro 4000M,271,8.27,963,https://gpu.userbenchmark.com/SpeedTest/11532/NVIDIA-Quadro-4000M
Nvidia,Quadro K3000M,272,8.12,2028,https://gpu.userbenchmark.com/SpeedTest/8326/NVIDIA-Quadro-K3000M
AMD,R7 250E,273,8.09,8713,https://gpu.userbenchmark.com/SpeedTest/8884/AMD-Radeon-R7-200
Nvidia,GeForce GT 740,275,8.04,22093,https://gpu.userbenchmark.com/SpeedTest/13294/NVIDIA-GeForce-GT-740
AMD,Radeon HD 6700,276,8.02,3314,https://gpu.userbenchmark.com/SpeedTest/9272/AMD-Radeon-HD-6700
Nvidia,GeForce GT 745M,279,7.78,430,https://gpu.userbenchmark.com/SpeedTest/8211/NVIDIA-GeForce-GT-745M
Nvidia,GeForce 9800 GTX,280,7.77,3159,https://gpu.userbenchmark.com/SpeedTest/8342/NVIDIA-GeForce-9800-GTX9800-GTX-
Nvidia,GeForce GTS 450,281,7.76,22842,https://gpu.userbenchmark.com/SpeedTest/7762/NVIDIA-GeForce-GTS-450
AMD,HD 7750,282,7.73,19586,https://gpu.userbenchmark.com/SpeedTest/7709/AMD-Radeon-HD-7700
Nvidia,Quadro K2100M,283,7.69,5716,https://gpu.userbenchmark.com/SpeedTest/7811/NVIDIA-Quadro-K2100M
Nvidia,Quadro K2000,284,7.66,8948,https://gpu.userbenchmark.com/SpeedTest/8356/NVIDIA-Quadro-K2000
Nvidia,GTX 660M,285,7.65,6665,https://gpu.userbenchmark.com/SpeedTest/7749/NVIDIA-GeForce-GTX-660M
AMD,RX Vega 6 (Ryzen iGPU),286,7.56,1923,https://gpu.userbenchmark.com/SpeedTest/511817/AMD-RadeonTM-Vega-6-Graphics
Nvidia,GeForce GTX 560M,287,7.56,4749,https://gpu.userbenchmark.com/SpeedTest/7964/NVIDIA-GeForce-GTX-560M
Nvidia,GTX 260,289,7.52,10569,https://gpu.userbenchmark.com/Nvidia-GTX-260/Rating/3160
AMD,Radeon HD 7700M,291,7.25,488,https://gpu.userbenchmark.com/SpeedTest/11261/AMD-Radeon-HD-7700M
Nvidia,GeForce GTS 250,294,7.14,12948,https://gpu.userbenchmark.com/SpeedTest/7741/NVIDIA-GeForce-GTS-250
Nvidia,GeForce 8800 GTS-512,295,7.12,1119,https://gpu.userbenchmark.com/SpeedTest/8016/NVIDIA-GeForce-8800-GTS-512
Nvidia,GeForce GT 640,297,6.99,27408,https://gpu.userbenchmark.com/SpeedTest/7731/NVIDIA-GeForce-GT-640
Nvidia,GeForce GT 650M,298,6.97,10055,https://gpu.userbenchmark.com/SpeedTest/7754/NVIDIA-GeForce-GT-650M
Nvidia,Quadro 4000,299,6.93,10768,https://gpu.userbenchmark.com/SpeedTest/7693/NVIDIA-Quadro-4000
Nvidia,GeForce GTX 460M,300,6.92,2368,https://gpu.userbenchmark.com/SpeedTest/8234/NVIDIA-GeForce-GTX-460M
Nvidia,Quadro FX 3800M,301,6.91,316,https://gpu.userbenchmark.com/SpeedTest/9394/NVIDIA-Quadro-FX-3800M
Nvidia,GeForce 830M,302,6.89,977,https://gpu.userbenchmark.com/SpeedTest/25102/NVIDIA-GeForce-830M
AMD,Radeon  530,304,6.67,2339,https://gpu.userbenchmark.com/SpeedTest/375394/Radeon-TM-530
AMD,Radeon R7 Graphics,305,6.6,19547,https://gpu.userbenchmark.com/SpeedTest/8791/AMD-RadeonTM-R7-Graphics
Nvidia,Quadro FX 3800,306,6.59,2855,https://gpu.userbenchmark.com/SpeedTest/7804/NVIDIA-Quadro-FX-3800
AMD,HD 7730,307,6.58,2609,https://gpu.userbenchmark.com/SpeedTest/8038/AMD-Radeon-HD-7700
AMD,Radeon HD 8570,308,6.54,2815,https://gpu.userbenchmark.com/SpeedTest/9843/AMD-Radeon-HD-8570
Nvidia,GeForce GTS 240,309,6.54,873,https://gpu.userbenchmark.com/SpeedTest/8940/NVIDIA-GeForce-GTS-240
Nvidia,GeForce GTX 285M,310,6.53,108,https://gpu.userbenchmark.com/SpeedTest/10715/NVIDIA-GeForce-GTX-285M
Nvidia,MX110,314,6.4,3002,https://gpu.userbenchmark.com/SpeedTest/499472/NVIDIA-GeForce-MX110
Nvidia,GeForce GTX 280M,315,6.39,139,https://gpu.userbenchmark.com/SpeedTest/13363/NVIDIA-GeForce-GTX-280M
Nvidia,GeForce 8800 Ultra,317,6.29,99,https://gpu.userbenchmark.com/SpeedTest/14944/NVIDIA-GeForce-8800-Ultra
Intel,HD 6000 (Mobile),318,6.23,3701,https://gpu.userbenchmark.com/SpeedTest/24946/IntelR-HD-Graphics-6000
Nvidia,GeForce 8800 GT,319,6.23,4705,https://gpu.userbenchmark.com/SpeedTest/7722/NVIDIA-GeForce-8800-GT
Nvidia,Quadro 2000,320,6.17,11500,https://gpu.userbenchmark.com/SpeedTest/7708/NVIDIA-Quadro-2000
Nvidia,GeForce GT 740M,321,6.1,12188,https://gpu.userbenchmark.com/SpeedTest/7671/NVIDIA-GeForce-GT-740M
Nvidia,920MX,322,5.99,7214,https://gpu.userbenchmark.com/SpeedTest/167104/NVIDIA-GeForce-920MX
Nvidia,GeForce GT 545,323,5.98,2396,https://gpu.userbenchmark.com/SpeedTest/9908/NVIDIA-GeForce-GT-545
Nvidia,GeForce GT 635,324,5.94,2447,https://gpu.userbenchmark.com/SpeedTest/8246/NVIDIA-GeForce-GT-635
Nvidia,Quadro K2000M,325,5.94,3400,https://gpu.userbenchmark.com/SpeedTest/8574/NVIDIA-Quadro-K2000M
AMD,Radeon HD 6670,326,5.9,24991,https://gpu.userbenchmark.com/SpeedTest/7738/AMD-Radeon-HD-6670
Nvidia,Quadro K1100M,328,5.77,3859,https://gpu.userbenchmark.com/SpeedTest/10244/NVIDIA-Quadro-K1100M
Nvidia,Quadro 3000M,329,5.76,1667,https://gpu.userbenchmark.com/SpeedTest/8172/NVIDIA-Quadro-3000M
Nvidia,GeForce 8800 GTX,330,5.75,1314,https://gpu.userbenchmark.com/SpeedTest/9271/NVIDIA-GeForce-8800-GTX
Nvidia,Quadro FX 3700M,331,5.63,344,https://gpu.userbenchmark.com/SpeedTest/10184/NVIDIA-Quadro-FX-3700M
Nvidia,GeForce 9800 GT,332,5.54,14812,https://gpu.userbenchmark.com/SpeedTest/7716/NVIDIA-GeForce-9800-GT
AMD,Radeon HD 6730M,333,5.53,110,https://gpu.userbenchmark.com/SpeedTest/9168/AMD-Radeon-HD-6730M
AMD,Radeon HD 7670,334,5.51,2266,https://gpu.userbenchmark.com/SpeedTest/8206/AMD-Radeon-HD-7670
AMD,Radeon HD 6700M,335,5.49,1414,https://gpu.userbenchmark.com/SpeedTest/7769/AMD-Radeon-HD-6700M
AMD,R7 240,336,5.49,40706,https://gpu.userbenchmark.com/SpeedTest/8608/AMD-Radeon-R7-200
Nvidia,GeForce GT 640M,337,5.47,2741,https://gpu.userbenchmark.com/SpeedTest/8030/NVIDIA-GeForce-GT-640M
AMD,Radeon  HD 6770M,339,5.44,685,https://gpu.userbenchmark.com/SpeedTest/7746/Radeon-TM-HD-6770M
Nvidia,Quadro 2000M,340,5.34,2691,https://gpu.userbenchmark.com/SpeedTest/7776/NVIDIA-Quadro-2000M
AMD,Radeon HD 5670,344,5.19,11183,https://gpu.userbenchmark.com/SpeedTest/8110/AMD-Radeon-HD-5670
Intel,HD 630 (Desktop Kaby Lake),346,5.13,107014,https://gpu.userbenchmark.com/SpeedTest/178724/IntelR-HD-Graphics-630
AMD,Radeon HD 7570,347,5.12,8818,https://gpu.userbenchmark.com/SpeedTest/9639/AMD-Radeon-HD-7570
AMD,Radeon HD 8670D,349,5.09,5585,https://gpu.userbenchmark.com/SpeedTest/8025/AMD-Radeon-HD-8670D
Nvidia,Quadro FX 3700,350,5.07,947,https://gpu.userbenchmark.com/SpeedTest/10901/NVIDIA-Quadro-FX-3700
Nvidia,Quadro FX 2800M,352,5.02,932,https://gpu.userbenchmark.com/SpeedTest/8137/NVIDIA-Quadro-FX-2800M
AMD,Radeon HD 7660D,354,4.95,6037,https://gpu.userbenchmark.com/SpeedTest/7929/AMD-Radeon-HD-7660D
Nvidia,GeForce 8800 GS,355,4.93,316,https://gpu.userbenchmark.com/SpeedTest/7976/NVIDIA-GeForce-8800-GS
AMD,Radeon HD 6750M,356,4.86,441,https://gpu.userbenchmark.com/SpeedTest/7834/AMD-Radeon-HD-6750M
AMD,Radeon 520,357,4.82,132,https://gpu.userbenchmark.com/SpeedTest/329613/RadeonTM-520
Nvidia,GeForce GT 730,358,4.8,117483,https://gpu.userbenchmark.com/SpeedTest/12582/NVIDIA-GeForce-GT-730
Nvidia,GeForce GTX 260M,359,4.78,910,https://gpu.userbenchmark.com/SpeedTest/7979/NVIDIA-GeForce-GTX-260M
AMD,Radeon HD 6570,361,4.72,16122,https://gpu.userbenchmark.com/SpeedTest/8207/AMD-Radeon-HD-6570
Intel,HD 620 (Mobile Kaby Lake),362,4.72,244098,https://gpu.userbenchmark.com/SpeedTest/153579/IntelR-HD-Graphics-620
Nvidia,GeForce GT 445M,363,4.6,298,https://gpu.userbenchmark.com/SpeedTest/17578/NVIDIA-GeForce-GT-445M
Nvidia,GeForce GT 555M,365,4.55,3667,https://gpu.userbenchmark.com/SpeedTest/8224/NVIDIA-GeForce-GT-555M
AMD,Radeon HD 8650G,366,4.54,6467,https://gpu.userbenchmark.com/SpeedTest/7910/AMD-Radeon-HD-8650G
AMD,Radeon HD 6630M,367,4.51,2029,https://gpu.userbenchmark.com/SpeedTest/9654/AMD-RadeonTM-HD-6630M
AMD,RX Vega 3 (Ryzen iGPU),370,4.32,12488,https://gpu.userbenchmark.com/SpeedTest/511366/AMD-RadeonTM-Vega-3-Mobile-Graphics
AMD,Radeon HD 7660G,371,4.31,3401,https://gpu.userbenchmark.com/SpeedTest/8022/AMD-Radeon-HD-7660G
Nvidia,GeForce GTS 360M,372,4.26,968,https://gpu.userbenchmark.com/SpeedTest/9128/NVIDIA-GeForce-GTS-360M
Nvidia,GeForce GT 240,373,4.22,8599,https://gpu.userbenchmark.com/SpeedTest/7947/NVIDIA-GeForce-GT-240
Nvidia,GeForce 8800 GTS,374,4.22,2594,https://gpu.userbenchmark.com/SpeedTest/7808/NVIDIA-GeForce-8800-GTS
AMD,Radeon HD 5570,376,4.15,8876,https://gpu.userbenchmark.com/SpeedTest/7686/AMD-Radeon-HD-5570
AMD,Radeon HD 7670M,378,4.12,827,https://gpu.userbenchmark.com/SpeedTest/7810/AMD-Radeon-HD-7670M
Nvidia,GeForce GT 440,379,4.07,11484,https://gpu.userbenchmark.com/SpeedTest/7783/NVIDIA-GeForce-GT-440
AMD,Radeon HD 7600M,380,4.01,6223,https://gpu.userbenchmark.com/SpeedTest/9552/AMD-Radeon-HD-7600M
Nvidia,GeForce 820M,381,4.01,7128,https://gpu.userbenchmark.com/SpeedTest/9527/NVIDIA-GeForce-820M
Nvidia,Quadro FX 4600,382,3.99,1037,https://gpu.userbenchmark.com/SpeedTest/8232/NVIDIA-Quadro-FX-4600
Nvidia,GeForce 9600 GT,383,3.93,14026,https://gpu.userbenchmark.com/SpeedTest/7677/NVIDIA-GeForce-9600-GT
Nvidia,GeForce GT 230,385,3.89,1182,https://gpu.userbenchmark.com/SpeedTest/8245/NVIDIA-GeForce-GT-230
Nvidia,GeForce GT 630,386,3.88,47544,https://gpu.userbenchmark.com/SpeedTest/7766/NVIDIA-GeForce-GT-630
Nvidia,NVS 5400M,387,3.87,1407,https://gpu.userbenchmark.com/SpeedTest/7907/NVIDIA-NVS-5400M
Nvidia,GeForce GT 720,388,3.78,12281,https://gpu.userbenchmark.com/SpeedTest/12696/NVIDIA-GeForce-GT-720
AMD,Radeon HD 8610G,390,3.74,3759,https://gpu.userbenchmark.com/SpeedTest/8531/AMD-Radeon-HD-8610G
Nvidia,GeForce 9800M GTS,391,3.71,313,https://gpu.userbenchmark.com/SpeedTest/12939/NVIDIA-GeForce-9800M-GTS
Nvidia,GeForce GT 720M,392,3.68,3427,https://gpu.userbenchmark.com/SpeedTest/7921/NVIDIA-GeForce-GT-720M
Nvidia,GeForce 710M,393,3.66,1878,https://gpu.userbenchmark.com/SpeedTest/10751/NVIDIA-GeForce-710M
Nvidia,GeForce GT620M,394,3.64,734,https://gpu.userbenchmark.com/SpeedTest/13398/NVIDIA-GeForce-GT620M
Nvidia,GeForce GT 550M,396,3.61,851,https://gpu.userbenchmark.com/SpeedTest/8663/NVIDIA-GeForce-GT-550M
Intel,HD 615 (Mobile Kaby Lake),397,3.61,8390,https://gpu.userbenchmark.com/SpeedTest/193629/IntelR-HD-Graphics-615
AMD,Radeon HD 8570D,398,3.61,6314,https://gpu.userbenchmark.com/SpeedTest/9112/AMD-Radeon-HD-8570D
Nvidia,GeForce GT 635M,399,3.6,2791,https://gpu.userbenchmark.com/SpeedTest/8120/NVIDIA-GeForce-GT-635M
AMD,Radeon HD 7650M,400,3.57,466,https://gpu.userbenchmark.com/SpeedTest/10887/AMD-Radeon-HD-7650M
AMD,Radeon HD 7560D,401,3.56,6960,https://gpu.userbenchmark.com/SpeedTest/8826/AMD-Radeon-HD-7560D
Nvidia,Quadro K600,402,3.55,6840,https://gpu.userbenchmark.com/SpeedTest/8080/NVIDIA-Quadro-K600
Nvidia,Quadro K1000M,403,3.55,4013,https://gpu.userbenchmark.com/SpeedTest/7800/NVIDIA-Quadro-K1000M
